,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,Date,Latitude,Longitude
121209,121210,201789005.0,20178900554410,5441,0,TRAF - ACCIDENT               ,2017-02-08 16:15:00,,2017-02-08 16:50:00,PARK AVEW / N GLOBEVILLE RD,3141978.0,1704175.0,-104.994951771,39.7656830387,1.0,112.0,Globeville,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-02-08 16:50:00.000000,39.7656830387,-104.994951771
121318,121319,2017170490.0,201717049054410,5441,0,TRAF - ACCIDENT               ,2017-03-14 15:09:00,,2017-03-14 15:57:00,15TH ST / ARAPAHOE ST,3141474.0,1697343.0,-104.99687917,39.746935749,6.0,611.0,CBD,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-14 15:57:00.000000,39.746935749,-104.99687917
121379,121380,2017203999.0,201720399954010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2017-03-28 16:35:00,,2017-03-29 06:08:00.000001,3400 BLOCK N TEJON ST,3137470.0,1703753.0,-105.010995524,39.7645922885,1.0,113.0,Highland,1.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-29 06:08:00.000001,39.7645922885,-105.010995524
121388,121389,2017204552.0,201720455254410,5441,0,TRAF - ACCIDENT               ,2017-03-29 08:30:00,,2017-03-29 13:49:00,W 12TH AVE / N ELATI ST,3142267.0,1693095.0,-104.99414322,39.7352621339,6.0,611.0,Civic Center,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,FAILED TO YIELD ROW,OTHER,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,FAILED TO YIELD ROW,OTHER,  ,0.0,0.0,  ,  ,  ,  ,2017-03-29 13:49:00.000000,39.7352621339,-104.99414322
121396,121397,2017221045.0,201722104554010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2017-04-05 18:27:00.000001,,2017-04-05 18:27:00.000001,N COLORADO BLVD / E 17TH AVE,3157291.0,1696276.0,-104.940654239,39.7437527427,2.0,213.0,City Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,  ,  ,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,CROSS/ENTER AT INTERSECTION,0.0,0.0,  ,  ,  ,  ,2017-04-05 18:27:00.000001,39.7437527427,-104.940654239
121507,121508,201718398.0,20171839854010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2017-01-09 18:30:00,,2017-01-09 18:41:00,W BATES AVE / S FEDERAL BLVD,3133686.0,1666990.0,-105.025139167,39.6637252192,4.0,423.0,Harvey Park South,1.0,0.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,WEST,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,BICYCLE,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-01-09 18:41:00.000000,39.6637252192,-105.025139167
121844,121845,2017242331.0,201724233154410,5441,0,TRAF - ACCIDENT               ,2017-04-14 12:52:00,,2017-04-14 13:15:00,N KNOX CT / W 1ST AVE,3131519.0,1686805.0,-105.032474129,39.7181529109,4.0,411.0,Barnum,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,SUV,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-14 13:15:00.000000,39.7181529109,-105.032474129
122081,122082,2017113500.0,201711350054410,5441,0,TRAF - ACCIDENT               ,2017-02-18 12:50:00,,2017-02-18 13:15:00,W 17TH AVE / N KING ST,3131303.0,1696199.0,-105.033070319,39.743944336,1.0,121.0,West Colfax,1.0,0.0,BICYCLE WITH OTHER VEHICLE,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,NORTH,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-02-18 13:15:00.000000,39.743944336,-105.033070319
122144,122145,2017171967.0,201717196754410,5441,0,TRAF - ACCIDENT               ,2017-03-15 07:40:00,,2017-03-15 07:44:00,E 22ND AVE / N VALENTIA ST,3171053.0,1698342.0,-104.891667115,39.7491814485,5.0,512.0,Stapleton,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,  ,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,DISREGARD STOP SIGN,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-15 07:44:00.000000,39.7491814485,-104.891667115
122174,122175,2016208396.0,201620839654010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2016-04-03 01:26:00,,2016-04-04 14:15:00,15TH ST / MARKET ST,3140735.0,1698068.0,-104.999493002,39.7489372062,6.0,612.0,Union Station,1.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,  ,  ,  ,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,2016-04-04 14:15:00.000000,39.7489372062,-104.999493002
122257,122258,2017223399.0,201722339954010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2017-04-06 18:02:00,,2017-04-06 18:35:00,S FEDERAL BLVD / W MEXICO AVE,3133667.0,1675062.0,-105.025056758,39.6858851518,4.0,421.0,Mar Lee,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,BICYCLE,NORTH,GOING STRAIGHT,CARELESS DRIVING,DRIVER INEXPERIENCE,CROSS/ENTER AT INTERSECTION,PICKUP TRUCK/UTILITY VAN,EAST,SLOWING,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-06 18:35:00.000000,39.6858851518,-105.025056758
122290,122291,2017244334.0,201724433454410,5441,0,TRAF - ACCIDENT               ,2017-04-15 07:55:00,,2017-04-15 10:28:00,N TEJON ST / W ELK PL,3137393.0,1710292.0,-105.011144255,39.7825439597,1.0,111.0,Sunnyside,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,DISREGARD STOP SIGN,AGGRESSIVE DRIVING,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-15 10:28:00.000000,39.7825439597,-105.011144255
122371,122372,201720878.0,20172087854410,5441,0,TRAF - ACCIDENT               ,2017-01-10 18:20:00,,2017-01-10 18:45:00,N BROADWAY ST / E 13TH AVE,3144162.0,1693684.0,-104.98739352,39.7368498873,6.0,611.0,Civic Center,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-01-10 18:45:00.000000,39.7368498873,-104.98739352
122489,122490,2017114067.0,201711406754410,5441,0,TRAF - ACCIDENT               ,2017-02-18 17:46:00,,2017-02-18 17:46:00,S HAVANA ST / E CORNELL AVE,3178447.0,1668643.0,-104.866108906,39.6675132451,3.0,323.0,Hampden,1.0,0.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,BICYCLE,SOUTH,GOING STRAIGHT,  ,  ,OTHER,SUV,EAST,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-02-18 17:46:00.000000,39.6675132451,-104.866108906
122542,122543,2017153580.0,201715358054010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2017-03-02 17:00:00,,2017-03-07 12:36:00,W 8TH AVE / N VALLEJO ST,3137023.0,1690898.0,-105.012830764,39.7293096301,1.0,123.0,Lincoln Park,1.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,SUV,NORTH,MAKING RIGHT TURN,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-07 12:36:00.000000,39.7293096301,-105.012830764
122568,122569,2017173199.0,201717319954010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2017-03-15 16:39:00,,2017-03-15 17:20:00,W MISSISSIPPI AVE / S IRVING ST,3132328.0,1679011.0,-105.029741751,39.6967452066,4.0,412.0,Westwood,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,HIT AND RUN UNKNOWN,SOUTHWEST,MAKING LEFT TURN,  ,  ,  ,BICYCLE,EAST,GOING STRAIGHT,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,2017-03-15 17:20:00.000000,39.6967452066,-105.029741751
122608,122609,2016284955.0,201628495554410,5441,0,TRAF - ACCIDENT               ,2016-05-07 12:29:00,,2016-05-07 12:55:00,4800 BLOCK N PECOS ST,3138738.0,1710994.0,-105.006345154,39.7844510813,1.0,112.0,Chaffee Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,WET,DAY LIGHT,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,DRIVER INEXPERIENCE,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2016-05-07 12:55:00.000000,39.7844510813,-105.006345154
122718,122719,2017264623.0,201726462354010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2017-04-23 18:44:00,,2017-04-23 20:07:00,W VIRGINIA AVE / S NAVAJO ST,3139590.0,1682991.0,-105.003857806,39.7075651551,4.0,412.0,Athmar Park,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,HIT AND RUN UNKNOWN,SOUTH,GOING STRAIGHT,DISREGARD STOP SIGN,AGGRESSIVE DRIVING,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-23 20:07:00.000000,39.7075651551,-105.003857806
122782,122783,201721988.0,20172198854010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2017-01-11 07:50:00,,2017-01-11 08:10:00.000001,N MILWAUKEE ST / E 12TH AVE,3154200.0,1693119.0,-104.951713694,39.7351379594,2.0,213.0,Congress Park,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,HIT AND RUN UNKNOWN,SOUTH,GOING STRAIGHT,FAILED TO YIELD ROW,  ,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,  ,  ,0.0,0.0,  ,  ,  ,  ,2017-01-11 08:10:00.000001,39.7351379594,-104.951713694
123246,123247,201738911.0,20173891154410,5441,0,TRAF - ACCIDENT               ,2017-01-18 16:52:00,,2017-01-18 17:24:00,14TH ST / CALIFORNIA ST,3142122.0,1696035.0,-104.994600628,39.7433351844,6.0,611.0,CBD,1.0,1.0,OTHER OBJECT,  ,OTHER OBJECT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,DISTRACTED-OTHER,  ,OTHER,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,1.0,0.0,  ,  ,OTHER,  ,2017-01-18 17:24:00.000000,39.7433351844,-104.994600628
123479,123480,2017189203.0,201718920354410,5441,0,TRAF - ACCIDENT               ,2017-03-22 16:09:00.000001,,2017-03-22 17:21:00,18TH ST / CHAMPA ST,3142978.0,1697882.0,-104.991519911,39.7483924099,6.0,611.0,CBD,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,  ,OTHER,NO APPARENT,  ,PICKUP TRUCK/UTILITY VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-22 17:21:00.000000,39.7483924099,-104.991519911
123708,123709,201759507.0,20175950754410,5441,0,TRAF - ACCIDENT               ,2017-01-27 12:25:00,,2017-01-27 15:08:00.000001,E EXPOSITION AVE / S QUEBEC ST,3167833.0,1681819.0,-104.903504219,39.7038815079,3.0,322.0,Washington Virginia Vale,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING RIGHT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-01-27 15:08:00.000001,39.7038815079,-104.903504219
123776,123777,2017119770.0,201711977054410,5441,0,TRAF - ACCIDENT               ,2017-02-21 07:34:00,,2017-02-21 08:33:00,W 23RD AVE / N BRYANT ST,3135199.0,1698862.0,-105.019165795,39.751198957,1.0,121.0,Jefferson Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-02-21 08:33:00.000000,39.751198957,-105.019165795
123839,123840,2017157988.0,201715798854410,5441,0,TRAF - ACCIDENT               ,2017-03-09 07:42:00,,2017-03-09 08:03:00,0 BLOCK N CLERMONT ST,3158932.0,1686548.0,-104.93503393,39.7170197471,3.0,321.0,Hilltop,1.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTHEAST,ENTERING/LEAVING PARKED POSITION,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-09 08:03:00.000000,39.7170197471,-104.93503393
123989,123990,2017249402.0,201724940254410,5441,0,TRAF - ACCIDENT               ,2017-04-17 13:00:00,,2017-04-17 13:00:00,N HIGH ST / E 26TH AVE,3150501.0,1700140.0,-104.964718764,39.7544723574,2.0,211.0,Whittier,1.0,0.0,BICYCLE WITH OTHER VEHICLE,FRONT TO SIDE WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,ALLEY RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,LANE VIOLATION,NO APPARENT,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-17 13:00:00.000000,39.7544723574,-104.964718764
123996,123997,2017249575.0,201724957554410,5441,0,TRAF - ACCIDENT               ,2017-04-17 14:29:00,,2017-04-17 15:08:00.000001,N PERRY ST / W 32ND AVE,3129519.0,1702812.0,-105.039295076,39.7621231806,1.0,113.0,West Highland,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-17 15:08:00.000001,39.7621231806,-105.039295076
124320,124321,2016472366.0,201647236654410,5441,0,TRAF - ACCIDENT               ,2016-07-26 13:28:00,,2016-07-26 14:17:00,S DAHLIA ST / E EVANS AVE,3159981.0,1672509.0,-104.931617308,39.6784617499,3.0,323.0,Goldsmith,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,SOUTH,MAKING RIGHT TURN,OTHER,DISTRACTED-OTHER,  ,BICYCLE,EAST,GOING STRAIGHT,  ,  ,CROSS/ENTER AT INTERSECTION,0.0,0.0,  ,  ,  ,  ,2016-07-26 14:17:00.000000,39.6784617499,-104.931617308
124324,124325,2016481387.0,201648138754410,5441,0,TRAF - ACCIDENT               ,2016-07-30 10:54:00.000001,,2016-07-30 10:56:00,W 12TH AVE / N JULIAN ST,3131901.0,1692857.0,-105.031005149,39.7347614614,1.0,122.0,Villa Park,1.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON PRIVATE PROPERTY,NON INTERSECTION,CURVE ON-LEVEL,DRY,DAY LIGHT,MOTORCYCLE,WEST,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,OTHER,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2016-07-30 10:56:00.000000,39.7347614614,-105.031005149
124342,124343,2017191757.0,201719175754410,5441,0,TRAF - ACCIDENT               ,2017-03-23 17:28:00,,2017-03-23 17:28:00,E BUCHTEL BLVD / S COLORADO BLVD,3157425.0,1673089.0,-104.940685382,39.6800975349,3.0,314.0,University Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING RIGHT TURN,CARELESS DRIVING,OTHER,  ,BICYCLE,WEST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-03-23 17:28:00.000000,39.6800975349,-104.940685382
124438,124439,2017269215.0,201726921554410,5441,0,TRAF - ACCIDENT               ,2017-04-25 16:55:00,,2017-04-25 17:15:00,1500 BLOCK 15TH ST,3140234.0,1698428.0,-105.001267683,39.7499330322,6.0,612.0,Union Station,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,NORTH,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-25 17:15:00.000000,39.7499330322,-105.001267683
124826,124827,2017232004.0,201723200454410,5441,0,TRAF - ACCIDENT               ,2017-04-10 09:09:00,,2017-04-10 10:25:00.000001,WAZEE ST / 19TH ST,3141591.0,1699923.0,-104.996412234,39.7540165106,6.0,612.0,Union Station,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,SOUTH,MAKING LEFT TURN,IMPROPER TURN,DISTRACTED-OTHER,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-10 10:25:00.000001,39.7540165106,-104.996412234
124863,124864,2017270365.0,201727036554410,5441,0,TRAF - ACCIDENT               ,2017-04-26 07:22:00,,2017-04-26 08:07:00,E 26TH AVE / N MONACO ST,3165200.0,1700319.0,-104.91243666,39.7547143711,2.0,222.0,North Park Hill,1.0,0.0,REAR TO SIDE WITH MV IN TRANSPORT,  ,REAR TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SCHOOL BUS,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-26 08:07:00.000000,39.7547143711,-104.91243666
124999,125000,201778635.0,20177863554410,5441,0,TRAF - ACCIDENT               ,2017-02-04 08:47:00,,2017-02-04 09:32:00,S EUDORA ST / E YALE AVE,3160341.0,1668506.0,-104.930427493,39.6674663817,3.0,314.0,University Hills,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,SOUTH,GOING STRAIGHT,FAILED TO YIELD ROW,DISTRACTED PASSENGER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-02-04 09:32:00.000000,39.6674663817,-104.930427493
125215,125216,2017214451.0,201721445154410,5441,0,TRAF - ACCIDENT               ,2017-04-02 18:40:00.000001,,2017-04-02 20:04:00,500 BLOCK E 12TH AVE,3146114.0,1693052.0,-104.980465664,39.7350844903,6.0,623.0,Capitol Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,BICYCLE,SOUTH,GOING STRAIGHT,OTHER,  ,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,  ,  ,0.0,0.0,  ,  ,  ,  ,2017-04-02 20:04:00.000000,39.7350844903,-104.980465664
125243,125244,2017232465.0,201723246554410,5441,0,TRAF - ACCIDENT               ,2017-04-10 12:40:00.000001,,2017-04-10 13:08:00,2300 BLOCK S DAYTON ST,,,,,,,,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,NORTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2017-04-10 13:08:00.000000,,
